,1,2,3,4,5,6,7,8,9,10,11
3HAACOAT100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3HAACOAT120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3HAACOAT121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3HAACOAT140,-0.003443119518539934,-0.007038311526616835,-0.010633503534693773,-0.01422869554277072,-0.01782388755084766,-0.021419079558924577,-0.025014271567001527,-0.02860946357507848,-0.03220465558315541,-0.035799847591232364,-0.03939503959930928
3HAACOAT141,0.0034431195185399333,0.007038311526616833,0.010633503534693771,0.014228695542770715,0.017823887550847656,0.021419079558924574,0.025014271567001523,0.028609463575078473,0.03220465558315541,0.03579984759123236,0.03939503959930928
3HAACOAT60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3HAACOAT80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3HAD100,0.025091318930121724,0.05129084781779023,0.07749037670545902,0.10368990559312788,0.12988943448079668,0.1560889633684653,0.1822884922561342,0.20848802114380308,0.23468755003147182,0.26088707891914065,0.2870866078068094
3HAD120,0.0016386475116693965,0.0033496692773347173,0.005060691043000055,0.006771712808665398,0.008482734574330733,0.010193756339996059,0.011904778105661403,0.013615799871326748,0.015326821636992081,0.01703784340265742,0.01874886516832275
3HAD121,0.02181402390678292,0.04459150926312079,0.06736899461945889,0.09014647997579706,0.11292396533213515,0.13570145068847314,0.1584789360448113,0.1812564214011495,0.20403390675748756,0.22681139211382567,0.24958887747016376
3HAD140,0.003443119518539933,0.007038311526616835,0.010633503534693773,0.01422869554277072,0.017823887550847663,0.021419079558924577,0.025014271567001527,0.028609463575078483,0.03220465558315542,0.035799847591232364,0.03939503959930929
3HAD141,0.01837090438824299,0.03755319773650396,0.05673549108476512,0.07591778443302635,0.0951000777812875,0.11428237112954856,0.1334646644778098,0.15264695782607102,0.17182925117433215,0.19101154452259336,0.2101938378708545
ACOAD31f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD32f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD33f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD34f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD3f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD4f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD5f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD6f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD8f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOADH1,-2.1691208061998747e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOADH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOATA,0.026750977159080813,0.05468346651145693,0.08261595586383334,0.11054844521620986,0.13848093456858626,0.1664134239209625,0.194345913273339,0.22227840262571552,0.2502108919780918,0.27814338133046834,0.30607587068284464
ACODA,0.03655365450551069,0.0747217767088155,0.1128898989121207,0.15105802111542604,0.18922614331873128,0.22739426552203626,0.26556238772534163,0.303730509928647,0.3418986321319521,0.38006675433525744,0.4182348765385625
ACONCt4pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACONCtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACONIs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACONMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACONTa,0.6321634393251803,1.2039135499983733,1.7756636606715672,2.3474137713447623,2.9191638820179575,3.4909139926911497,4.062664103364343,4.63441421403754,5.206164324710734,5.777914435383929,6.349664546057126
ACONTb,0.6321634393251803,1.2039135499983733,1.7756636606715674,2.3474137713447623,2.9191638820179575,3.4909139926911497,4.062664103364343,4.63441421403754,5.206164324710734,5.77791443538393,6.349664546057127
ACOTA,-0.03655365450551067,-0.07472177670881548,-0.1128898989121207,-0.15105802111542602,-0.18922614331873128,-0.2273942655220362,-0.2655623877253416,-0.3037305099286469,-0.3418986321319521,-0.3800667543352574,-0.4182348765385624
ACPPAT120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPPAT140,4.004284685254683e-05,8.185426879411543e-05,0.00012366569073568446,0.00016547711267725362,0.00020728853461882268,0.0002490999565603914,0.0002909113785019606,0.00033272280044352985,0.00037453422238509877,0.00041634564432666796,0.0004581570662682368
ACPPAT141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPPAT160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPPAT161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPPAT180,0.0004197432534778734,0.0008580253352418454,0.0012963074170058222,0.0017345894987698,0.002172871580533777,0.0026111536622977515,0.00304943574406173,0.003487717825825708,0.003925999907589683,0.004364281989353662,0.004802564071117637
ACPPAT181,0.0028568922406186463,0.005839965031470983,0.00882303782232335,0.011806110613175729,0.014789183404028097,0.017772256194880445,0.020755328985732825,0.023738401776585205,0.026721474567437564,0.029704547358289948,0.032687620149142296
ACPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACS,0.0554055441483005,0.11325818866224655,0.17111083317619352,0.2289634776901406,0.28681612220408764,0.34466876671803415,0.4025214112319813,0.46037405574592855,0.5182267002598753,0.5760793447738225,0.6339319892877693
ACS2,-6.166330502145271e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSERtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSERtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC121d6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC141d5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHAC90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHACP100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHACP40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHACP50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHACP60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHACP70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHACP80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHACP90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHACT40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSPHACT60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGUDBUTNabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGE9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGSex1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGSex10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGSex11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGSex12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGSex13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGSex2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGSex3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGSex4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGSex5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGSex6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGSex7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGSex8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGSex9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLTAMH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLTNRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLTNt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLTNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPATE160pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPATE161pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPATE180pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPATE181pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPATG160pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPATG161pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPATG180pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPATG181pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTRH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM3PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM4PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM4PCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMAOTr,2.1010717289689275e-05,4.294941633197116e-05,6.488811537425326e-05,8.682681441653543e-05,0.00010876551345881754,0.00013070421250109952,0.0001526429115433817,0.00017458161058566394,0.00019652030962794597,0.00021845900867022809,0.00024039770771251015
AMID4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPMS2,2.1010717289689278e-05,4.294941633197116e-05,6.488811537425328e-05,8.682681441653543e-05,0.00010876551345881756,0.00013070421250109952,0.00015264291154338172,0.0001745816105856639,0.00019652030962794597,0.00021845900867022814,0.00024039770771251012
AMPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPTASEAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPTASEAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPTASEAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPTASEATRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPTASECG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYGLYCNc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPTASEGGLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPTASEGGLU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPTASEGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYPHEHYc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPTASEGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPTASEHG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPTASEHH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEULEULAPc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPTASEPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANHMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANPRT,0.0073105989952536796,0.014944085704171772,0.022577572413089952,0.030211059122008145,0.03784454583092633,0.04547803253984445,0.05311151924876266,0.060745005957680856,0.06837849266659901,0.07601197937551722,0.08364546608443535
ANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANS2,0.007310598995253681,0.014944085704171772,0.022577572413089945,0.030211059122008138,0.03784454583092632,0.045478032539844435,0.05311151924876265,0.06074500595768085,0.06837849266659901,0.07601197937551722,0.08364546608443535
AOBUTDs,2.1010717289689285e-05,4.294941633197116e-05,6.488811537425328e-05,8.682681441653543e-05,0.00010876551345881754,0.00013070421250109955,0.00015264291154338172,0.0001745816105856639,0.00019652030962794597,0.00021845900867022814,0.00024039770771251015
AOXHEXCYCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AOXSr2,2.1010717289689278e-05,4.294941633197117e-05,6.488811537425328e-05,8.682681441653544e-05,0.00010876551345881757,0.00013070421250109952,0.0001526429115433817,0.00017458161058566394,0.000196520309627946,0.00021845900867022814,0.0002403977077125102
AP4AH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP4AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APATr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APCt5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APCt6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APCtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APCtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APENTAMAH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APG3PAT120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APG3PAT140,4.004284685254683e-05,8.185426879411543e-05,0.00012366569073568446,0.0001654771126772536,0.00020728853461882268,0.0002490999565603914,0.0002909113785019606,0.0003327228004435298,0.0003745342223850987,0.00041634564432666796,0.00045815706626823677
APG3PAT141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APG3PAT160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APG3PAT161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APG3PAT180,0.0004197432534778734,0.0008580253352418454,0.0012963074170058222,0.0017345894987698,0.002172871580533777,0.002611153662297751,0.00304943574406173,0.0034877178258257077,0.003925999907589683,0.004364281989353662,0.004802564071117637
APG3PAT181,0.0028568922406186463,0.005839965031470983,0.00882303782232335,0.011806110613175727,0.014789183404028097,0.017772256194880445,0.020755328985732825,0.023738401776585205,0.02672147456743756,0.029704547358289944,0.032687620149142296
APPLDHr,2.1010717289689288e-05,4.294941633197117e-05,6.488811537425326e-05,8.682681441653543e-05,0.00010876551345881754,0.00013070421250109955,0.00015264291154338172,0.0001745816105856639,0.00019652030962794597,0.00021845900867022817,0.00024039770771251017
APRAUR,6.303215186906785e-05,0.0001288482489959135,0.00019466434612275979,0.0002604804432496063,0.00032629654037645263,0.0003921126375032985,0.00045792873463014515,0.0005237448317569918,0.0005895609288838379,0.0006553770260106844,0.0007211931231375304
APSR,0.017192231413831218,0.03514379325976438,0.0530953551056985,0.07104691695163266,0.0889984787975668,0.1069500406435008,0.12490160248943498,0.1428531643353692,0.16080472618130326,0.17875628802723745,0.19670784987317147
APSR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APTNAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBTNR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBTNR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBTNabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBTNexs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBTNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBTNtonex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBTNtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBt3ipp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGDr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGDCpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGORNt7pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGSL,0.033376984800850745,0.06822813311666868,0.10307928143248699,0.13793042974830538,0.1727815780641237,0.20763272637994176,0.24248387469576022,0.27733502301157864,0.31218617132739684,0.34703731964321527,0.3818884679590334
ARGSS,0.033376984800850745,0.06822813311666868,0.10307928143248699,0.13793042974830536,0.1727815780641237,0.20763272637994176,0.2424838746957602,0.27733502301157864,0.31218617132739684,0.34703731964321527,0.38188846795903336
ARGTRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AROH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARUH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASAD,-0.031048469701759354,-0.06346825923672099,-0.09588804877168297,-0.12830783830664505,-0.16072762784160702,-0.1931474173765688,-0.22556720691153087,-0.25798699644649303,-0.29040678598145486,-0.322826575516417,-0.3552463650513788
ASNN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNNpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNS1,0.014974234572052046,0.030609837161688375,0.04624543975132487,0.061881042340961395,0.0775166449305979,0.09315224752023428,0.10878785010987083,0.12442345269950739,0.14005905528914386,0.1556946578787804,0.1713302604684168
ASNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASO3t2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASO3tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASO4rt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASO4tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASP3H,2.1010717289689275e-05,4.2949416331971155e-05,6.488811537425326e-05,8.682681441653544e-05,0.00010876551345881754,0.00013070421250109952,0.00015264291154338172,0.0001745816105856639,0.00019652030962794595,0.00021845900867022814,0.00024039770771251015
ASPCT,0.03124632847444332,0.06387271562370374,0.09649910277296526,0.1291254899222269,0.16175187707148841,0.19437826422074972,0.2270046513700113,0.259631038519273,0.2922574256685344,0.32488381281779605,0.3575101999670574
ASPK,0.031048469701759354,0.06346825923672099,0.09588804877168294,0.12830783830664502,0.16072762784160702,0.1931474173765688,0.22556720691153084,0.257986996446493,0.29040678598145486,0.32282657551641697,0.35524636505137874
